subject,true_letter,pred_letter,correct,response_chars,response_words,has_repetition,has_stop_marker
college_computer_science,C,A,0,64,12,0,1
college_computer_science,C,,0,1297,253,0,0
college_computer_science,B,A,0,1359,140,0,0
college_computer_science,C,C,1,471,85,0,1
college_computer_science,D,,0,77,13,0,1
college_computer_science,A,A,1,1657,283,0,0
college_computer_science,A,A,1,835,129,0,1
college_computer_science,D,D,1,422,63,0,1
college_computer_science,C,,0,68,14,0,1
college_computer_science,D,,0,76,12,0,1
high_school_computer_science,C,C,1,743,137,0,1
high_school_computer_science,A,A,1,371,66,0,1
high_school_computer_science,A,A,1,1167,172,0,0
high_school_computer_science,C,B,0,74,12,0,1
high_school_computer_science,B,B,1,83,13,0,1
high_school_computer_science,C,C,1,227,45,0,1
high_school_computer_science,B,B,1,734,118,0,1
high_school_computer_science,B,B,1,1165,186,0,0
high_school_computer_science,A,A,1,59,11,0,1
high_school_computer_science,B,B,1,1273,236,0,0
high_school_computer_science,B,B,1,349,54,0,1
high_school_computer_science,C,C,1,85,11,0,1
high_school_computer_science,C,A,0,847,147,0,1
high_school_computer_science,B,B,1,73,12,0,1
high_school_computer_science,C,C,1,61,12,0,1
high_school_computer_science,A,A,1,71,13,0,1
high_school_computer_science,D,D,1,199,38,0,1
high_school_computer_science,D,D,1,232,36,0,1
high_school_computer_science,D,D,1,336,55,0,1
high_school_computer_science,A,A,1,314,47,0,1
high_school_computer_science,C,C,1,464,72,0,1
high_school_computer_science,B,A,0,2283,405,0,0
high_school_computer_science,B,B,1,307,50,0,1
high_school_computer_science,C,A,0,2031,266,0,0
high_school_computer_science,D,A,0,72,15,0,1
high_school_computer_science,C,,0,1336,271,0,0
high_school_computer_science,C,C,1,1640,209,0,0
high_school_computer_science,D,D,1,489,93,0,1
high_school_computer_science,A,B,0,235,36,0,1
high_school_computer_science,A,A,1,213,31,0,1
high_school_computer_science,A,A,1,62,12,0,1
high_school_computer_science,C,C,1,488,78,0,1
high_school_computer_science,D,D,1,482,83,0,1
high_school_computer_science,B,B,1,324,46,0,1
high_school_computer_science,C,C,1,493,79,0,1
high_school_computer_science,B,B,1,573,102,0,1
high_school_computer_science,A,A,1,269,49,0,1
high_school_computer_science,A,,0,371,58,0,1
high_school_computer_science,C,C,1,436,74,0,1
high_school_computer_science,D,A,0,460,71,0,1
high_school_computer_science,B,A,0,763,121,0,1
high_school_computer_science,C,C,1,224,41,0,1
high_school_computer_science,A,A,1,445,73,0,1
high_school_computer_science,A,B,0,477,81,0,1
high_school_computer_science,C,A,0,2529,381,0,0
high_school_computer_science,B,A,0,1750,271,0,0
high_school_computer_science,C,C,1,342,66,0,1
high_school_computer_science,A,A,1,394,72,0,1
high_school_computer_science,B,B,1,74,11,0,1
high_school_computer_science,C,A,0,1503,272,0,1
high_school_computer_science,A,A,1,400,67,0,1
high_school_computer_science,C,C,1,347,60,0,1
high_school_computer_science,A,D,0,2693,428,0,0
high_school_computer_science,A,A,1,417,63,0,1
high_school_computer_science,D,D,1,134,23,0,1
high_school_computer_science,A,A,1,2538,364,0,0
high_school_computer_science,C,C,1,70,14,0,1
high_school_computer_science,D,D,1,82,12,0,1
high_school_computer_science,C,C,1,659,105,0,1
high_school_computer_science,A,A,1,190,36,0,1
high_school_computer_science,D,D,1,1645,198,1,0
high_school_computer_science,B,B,1,406,64,0,1
high_school_computer_science,B,B,1,421,74,0,1
high_school_computer_science,D,D,1,348,56,0,1
high_school_computer_science,A,A,1,433,64,0,1
high_school_computer_science,D,D,1,2041,389,0,0
high_school_computer_science,D,C,0,441,77,0,1
high_school_computer_science,C,,0,72,13,0,1
high_school_computer_science,D,,0,42,11,0,1
high_school_computer_science,D,B,0,580,106,0,1
high_school_computer_science,B,,0,68,13,0,1
high_school_computer_science,B,B,1,332,50,0,1
high_school_computer_science,C,C,1,260,48,0,1
high_school_computer_science,D,D,1,470,69,0,1
high_school_computer_science,C,D,0,816,144,0,1
high_school_computer_science,C,A,0,66,11,0,1
high_school_computer_science,C,C,1,797,133,0,1
high_school_computer_science,B,B,1,444,74,0,1
high_school_computer_science,A,A,1,663,125,0,1
high_school_computer_science,D,A,0,93,14,0,1
high_school_computer_science,A,A,1,1884,355,0,0
high_school_computer_science,C,C,1,643,107,0,1
high_school_computer_science,C,C,1,262,42,0,1
high_school_computer_science,B,A,0,45,7,0,1
high_school_computer_science,C,C,1,483,78,0,1
high_school_computer_science,A,A,1,68,11,0,1
high_school_computer_science,B,A,0,2167,317,0,0
high_school_computer_science,A,A,1,62,12,0,1
high_school_computer_science,C,C,1,620,106,0,1
high_school_computer_science,A,A,1,322,52,0,1
high_school_computer_science,A,,0,1241,51,0,0
high_school_computer_science,C,B,0,1688,313,0,0
high_school_computer_science,C,C,1,386,69,0,1
high_school_computer_science,D,D,1,363,65,0,1
high_school_computer_science,B,B,1,499,84,0,1
high_school_computer_science,C,,0,628,104,0,1
high_school_computer_science,B,B,1,377,62,0,1
high_school_computer_science,B,B,1,381,61,0,1
high_school_computer_science,D,D,1,345,53,0,1
high_school_computer_science,C,C,1,318,46,0,1
college_mathematics,B,,0,613,47,0,0
college_mathematics,D,,0,943,124,0,0
college_mathematics,D,,0,83,15,0,1
college_mathematics,A,A,1,1046,181,0,1
college_mathematics,C,D,0,715,160,1,1
college_mathematics,D,A,0,1175,224,0,1
college_mathematics,C,B,0,916,175,0,1
college_mathematics,C,D,0,726,149,0,1
college_mathematics,C,A,0,69,11,0,1
college_mathematics,A,C,0,1060,161,0,1
college_mathematics,D,A,0,964,395,0,0
college_mathematics,B,B,1,431,96,0,1
college_mathematics,A,A,1,371,78,0,1
college_mathematics,B,B,1,951,146,0,1
college_mathematics,D,D,1,713,124,0,1
college_mathematics,D,A,0,182,34,0,1
college_mathematics,B,,0,74,14,0,1
college_mathematics,C,B,0,478,78,0,1
college_mathematics,D,A,0,2212,341,0,0
college_mathematics,A,A,1,640,130,0,1
college_mathematics,D,D,1,527,73,0,1
college_mathematics,D,,0,69,14,0,1
college_mathematics,B,B,1,256,47,0,1
college_mathematics,A,,0,1349,233,1,0
college_mathematics,B,A,0,47,9,0,1
college_mathematics,D,A,0,519,114,0,1
college_mathematics,D,,0,49,11,0,1
college_mathematics,A,B,0,557,95,0,1
college_mathematics,A,A,1,1070,193,0,1
college_mathematics,B,D,0,1394,205,1,1
college_mathematics,C,C,1,399,78,0,1
college_mathematics,B,,0,2045,340,0,0
college_mathematics,B,B,1,480,78,0,1
college_mathematics,C,C,1,480,84,0,1
college_mathematics,D,D,1,57,12,0,1
college_mathematics,D,C,0,352,64,0,1
college_mathematics,A,D,0,1178,211,0,1
college_mathematics,A,A,1,579,109,0,1
college_mathematics,A,,0,52,9,0,1
college_mathematics,C,C,1,692,123,0,1
college_mathematics,B,B,1,362,63,0,1
college_mathematics,D,D,1,538,89,0,1
college_mathematics,D,D,1,572,114,0,1
college_mathematics,A,A,1,732,115,0,1
college_mathematics,D,,0,929,239,1,0
college_mathematics,A,A,1,436,73,0,1
college_mathematics,B,B,1,358,66,0,1
college_mathematics,B,B,1,362,67,0,1
college_mathematics,C,D,0,416,74,0,1
college_mathematics,D,D,1,614,100,0,1
college_mathematics,A,C,0,547,91,0,1
college_mathematics,B,B,1,272,50,0,1
college_mathematics,C,C,1,641,111,0,1
college_mathematics,C,,0,73,14,0,1
college_mathematics,A,A,1,1505,293,0,0
college_mathematics,D,D,1,453,75,0,1
college_mathematics,B,,0,76,14,0,1
college_mathematics,D,D,1,481,74,0,1
college_mathematics,C,B,0,787,154,0,1
college_mathematics,A,B,0,407,72,0,1
college_mathematics,B,A,0,635,98,0,1
college_mathematics,A,,0,678,18,1,0
college_mathematics,A,C,0,244,40,0,1
college_mathematics,D,D,1,282,54,0,1
college_mathematics,B,A,0,2399,387,0,0
college_mathematics,D,C,0,439,74,0,1
college_mathematics,C,D,0,423,74,0,1
college_mathematics,D,C,0,1921,341,0,0
college_mathematics,A,B,0,516,95,0,1
college_mathematics,A,,0,1700,304,0,0
college_mathematics,D,C,0,734,132,0,1
college_mathematics,D,,0,79,14,0,1
college_mathematics,D,D,1,706,134,0,1
college_mathematics,D,D,1,627,113,0,1
college_mathematics,C,,0,80,13,0,1
college_mathematics,D,A,0,787,136,0,1
college_mathematics,D,A,0,71,14,0,1
college_mathematics,C,C,1,680,126,0,1
college_mathematics,B,B,1,1014,191,0,1
college_mathematics,B,A,0,69,14,0,1
college_mathematics,C,C,1,981,167,0,1
college_mathematics,B,B,1,975,179,0,1
college_mathematics,B,,0,1365,211,0,0
college_mathematics,C,C,1,517,97,0,1
college_mathematics,C,,0,1002,219,0,0
college_mathematics,B,A,0,1017,170,0,1
college_mathematics,A,A,1,156,24,0,1
college_mathematics,C,,0,74,13,0,1
college_mathematics,C,D,0,665,102,0,1
college_mathematics,C,A,0,2657,400,0,0
college_mathematics,B,A,0,1143,183,0,0
college_mathematics,C,A,0,387,70,0,1
college_mathematics,C,B,0,1076,196,0,1
college_mathematics,B,C,0,492,93,0,1
college_mathematics,D,D,1,573,86,0,1
college_mathematics,D,D,1,515,85,0,1
college_mathematics,C,D,0,444,76,0,1
college_mathematics,C,,0,87,15,0,1
college_mathematics,D,D,1,1046,171,0,0
college_mathematics,A,C,0,1432,233,0,1
high_school_mathematics,D,D,1,1374,227,0,1
high_school_mathematics,C,,0,64,14,0,1
high_school_mathematics,A,B,0,146,27,0,1
high_school_mathematics,B,,0,78,15,0,1
high_school_mathematics,C,C,1,624,110,0,1
high_school_mathematics,B,,0,2008,357,0,0
high_school_mathematics,C,,0,1828,356,0,0
high_school_mathematics,A,,0,758,56,0,0
high_school_mathematics,C,A,0,1283,219,0,0
high_school_mathematics,B,A,0,517,88,0,1
high_school_mathematics,D,,0,843,224,0,0
high_school_mathematics,D,A,0,946,160,0,1
high_school_mathematics,D,D,1,635,139,0,1
high_school_mathematics,B,,0,68,13,0,1
high_school_mathematics,D,D,1,546,94,0,1
high_school_mathematics,D,A,0,1001,188,0,0
high_school_mathematics,A,C,0,195,44,0,1
high_school_mathematics,B,A,0,1553,289,0,0
high_school_mathematics,A,A,1,702,118,1,0
high_school_mathematics,B,A,0,651,102,0,1
high_school_mathematics,D,B,0,332,62,0,1
high_school_mathematics,B,,0,55,12,0,1
high_school_mathematics,D,,0,810,299,0,0
high_school_mathematics,B,,0,2236,338,0,0
high_school_mathematics,A,,0,62,14,0,1
high_school_mathematics,C,C,1,746,131,0,1
high_school_mathematics,D,A,0,1420,258,0,0
high_school_mathematics,C,,0,77,13,0,1
high_school_mathematics,C,A,0,1213,195,0,0
high_school_mathematics,D,D,1,419,75,0,1
high_school_mathematics,C,C,1,1074,198,0,1
high_school_mathematics,A,A,1,559,104,0,1
high_school_mathematics,D,,0,1693,305,1,0
high_school_mathematics,A,A,1,441,81,0,1
high_school_mathematics,A,A,1,812,179,0,0
high_school_mathematics,D,D,1,898,181,0,1
high_school_mathematics,C,,0,782,189,1,0
high_school_mathematics,C,C,1,652,110,0,1
high_school_mathematics,A,A,1,442,87,0,1
high_school_mathematics,A,A,1,1162,211,0,0
high_school_mathematics,B,C,0,412,72,0,1
high_school_mathematics,C,,0,42,9,0,1
high_school_mathematics,B,D,0,481,72,0,1
high_school_mathematics,C,A,0,307,47,0,1
high_school_mathematics,C,A,0,455,82,0,1
high_school_mathematics,D,,0,77,13,0,1
high_school_mathematics,D,,0,1437,266,0,0
high_school_mathematics,A,A,1,410,75,0,1
high_school_mathematics,D,A,0,845,165,0,1
high_school_mathematics,B,A,0,344,71,0,1
high_school_mathematics,D,,0,1175,126,1,0
high_school_mathematics,A,A,1,571,99,0,1
high_school_mathematics,B,,0,1206,240,0,0
high_school_mathematics,C,A,0,402,60,0,1
high_school_mathematics,C,C,1,495,83,0,1
high_school_mathematics,A,A,1,887,141,0,0
high_school_mathematics,B,D,0,436,71,0,1
high_school_mathematics,B,C,0,496,97,0,1
high_school_mathematics,B,,0,78,14,0,1
high_school_mathematics,C,C,1,479,95,1,1
high_school_mathematics,D,C,0,368,69,0,1
high_school_mathematics,B,B,1,746,120,0,1
high_school_mathematics,A,D,0,922,136,0,1
high_school_mathematics,D,,0,768,68,0,0
high_school_mathematics,C,,0,882,15,0,0
high_school_mathematics,B,B,1,628,129,0,1
high_school_mathematics,C,B,0,651,130,0,1
high_school_mathematics,B,D,0,498,94,0,1
high_school_mathematics,D,,0,1002,122,0,0
high_school_mathematics,A,A,1,536,101,0,1
high_school_mathematics,C,A,0,59,12,0,1
high_school_mathematics,B,B,1,1440,161,0,0
high_school_mathematics,A,A,1,413,73,0,1
high_school_mathematics,C,C,1,650,130,0,1
high_school_mathematics,B,B,1,610,101,0,1
high_school_mathematics,D,,0,67,13,0,1
high_school_mathematics,D,D,1,67,11,0,1
high_school_mathematics,A,,0,979,289,1,0
high_school_mathematics,C,,0,1643,317,0,0
high_school_mathematics,B,B,1,1044,172,0,1
high_school_mathematics,B,,0,1039,187,0,0
high_school_mathematics,A,B,0,478,75,0,1
high_school_mathematics,C,,0,568,39,0,0
high_school_mathematics,D,D,1,445,95,0,1
high_school_mathematics,D,,0,65,15,0,1
high_school_mathematics,B,,0,1489,230,1,0
high_school_mathematics,D,,0,53,11,0,1
high_school_mathematics,A,A,1,275,47,0,1
high_school_mathematics,D,,0,75,12,0,1
high_school_mathematics,C,,0,1174,158,1,0
high_school_mathematics,B,,0,67,14,0,1
high_school_mathematics,C,A,0,762,135,0,1
high_school_mathematics,B,,0,695,218,0,0
high_school_mathematics,D,B,0,751,134,0,1
high_school_mathematics,A,A,1,947,163,0,0
high_school_mathematics,A,B,0,1424,227,0,0
high_school_mathematics,A,A,1,474,74,0,1
high_school_mathematics,B,B,1,238,43,0,1
high_school_mathematics,C,,0,914,167,1,0
high_school_mathematics,A,A,1,888,236,0,1
high_school_mathematics,B,,0,65,11,0,1
high_school_mathematics,D,,0,1024,155,1,0
high_school_mathematics,C,D,0,311,55,0,1
high_school_mathematics,D,D,1,614,97,0,1
high_school_mathematics,D,B,0,1759,281,0,1
high_school_mathematics,A,A,1,250,43,0,1
high_school_mathematics,B,B,1,541,98,0,1
high_school_mathematics,C,D,0,815,141,0,1
high_school_mathematics,C,A,0,661,128,0,1
high_school_mathematics,D,A,0,2069,335,0,0
high_school_mathematics,C,,0,75,14,0,1
high_school_mathematics,C,C,1,1561,246,0,0
high_school_mathematics,A,D,0,1482,219,0,0
high_school_mathematics,A,A,1,2680,353,0,0
high_school_mathematics,D,C,0,477,79,0,1
high_school_mathematics,A,A,1,501,84,0,1
high_school_mathematics,C,,0,436,10,1,0
high_school_mathematics,C,C,1,526,81,0,1
high_school_mathematics,A,,0,1163,18,1,0
